;7.5.;14.5.;21.5.;27.5.;4.6.;5.6.;11.6.;24.6.;2.7.;16.7.;23.7.;13.8.;19.8.;20.8.;26.8.;27.8.;2.9.;3.9.;17.9.;24.9.
Gute Laune;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
Come As You Are (feat. Mike Romeo) [Franksen's Late Night Dub];0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
I Need You;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spanish Grease (Dorfmeister con Madrid de los Austrias Muga Reserva mix);0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Mood;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0
Every Kinda People (Joey Negro Multicultural Multitrack Mix);0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0
The Sound of Garfunkel (LUXXURY EDIT);0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
The End [Hepop Original];0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sofa Rockers (Richard Dorfmeister Remix);0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
Find The Ocean;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Give Me the Night (Chill Night remix);0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1
A Calmaria;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Wearing Out My Shoes (feat. Iain Mackenzie);0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1
Schwindelig (Album Version);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Annanas;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
(Sittin' on) The Dock Of The Bay [The Reflex 'Demo Take' Revision];0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Light My Fire [The Reflex Revision];0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Havana;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Make Me a Memory;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bring It On Home To Me;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Drift Away;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Father and Son;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
True Colours;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dream a Little Dream of Me;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
Space Cowboy;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Better Now;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Forever Love;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Losing My Religion;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Can't wait until tonight;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Relax, Take It Easy (Acoustic);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kiss Of Life;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Loveland (Studio Version);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
First Day Of My Life;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
Love Foolosophy (Mondo Grosso acoustic version);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Your Song;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Notgonnachange;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
You Are So Beautiful;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thinking Out Loud;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
Comptine D'Un Autre Été: L'Après Midi;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Angel Divine;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
And I Love Her (Mi Gran Amor le Di);0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
That's What Friends Are for (live);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Come Go With Me (Original Album Version);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Samba de Mon Coeur Qui Bat;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Greatest Love of All;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
So Amazing;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I Will Always Love You;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lieblingsmensch (Unplugged Version);0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Three Times a Lady [Langsamer Walzer 25 TPM];0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
If I Ain't Got You;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Planetary Deadlock;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Walk On The Wild Side;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A Fifth Of Beethoven [The Reflex Quick Edit];0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0
The First, The Last, My Everything;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
You're the First, the Last, My Everything (Album Version);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boogie Wonderland (Original 12'' Version);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shake It Off;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0
Waves (Robin Schulz Remix);0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Head & Heart (feat. MNEK);0;0;0;0;1;0;0;1;1;0;1;1;0;0;1;1;1;0;1;1
Jerusalema (feat. Nomcebo Zikode);0;0;0;0;1;0;0;1;1;0;1;1;0;0;1;1;1;0;1;1
Love Generation;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1
And We Danced;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;1;1;1;1;1
Troy;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
I Like To Move It (feat. Mad Stuntman) (Erick More Club Mix);0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1
Love Tonight;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Later Bitches;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Boys (Radio Edit);0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
I Follow Rivers (The Magician Remix);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Can't Stop the Feeling! (from ""Trolls"") [Cha-Cha 28 TPM]";0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0
Dance!;0;0;0;0;1;1;0;1;1;0;1;1;1;0;0;0;0;0;1;0
Heirate Juhh;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Party Hitmix;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0
"Zu Spät (12"" Paul van Groove Edit)";0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1
Just Can't Get Enough (live);0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1
Livin' on a Prayer;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
Narcotic (Long Version);0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;0;0;1;1
Why Don't You Get a Job?;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1
Red Light Spells Danger;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dance With Somebody (Radio Version) [Jive 43 TPM];0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feel It Still;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Alles neu;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Schwung in die Kiste;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Rocket Man (I think it's going to take a long long time);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marie;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Danzn;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Levels (Original Version);0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
The Business (Extended Mix);0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
I Love It (feat. Charli XCX);0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1
+1 (Club Mix);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Party Rock Anthem;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;0;1;1
A Little Party Never Killed Nobody (All We Got);0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0
Remmidemmi (Yippie Yippie Yeah);0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;1;0;1;1
Let Me Think About It (Club Mix);0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;1;1
Song 2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
Are You Gonna Be My Girl;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1
Sex on Fire;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Teenage Dirtbag (Explicit Album Version);0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Ich liebe das Leben;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A Moment Apart;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Liquid Spirit (Claptone Remix);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sometimes;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mr. Saxobeat (Radio Edit);0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0
Movin' Too Fast (Extended Mix);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moves Like Jagger (Studio Recording From The Voice Performance);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I Want It That Way (Anstandslos & Durchgeknallt Remix);0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Pompeii;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spirit in the Sky (greg wilson edit);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I Want You Back;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
Les lacs du Connemara (Album Version);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LOVE 'A BAND FROM L.A.' - MIXED BY THE REFLEX;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Everything and More;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
You've Got a Friend in Me;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Whatever It Takes (with Ron Sexsmith);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I Just Can't Stop Loving You [Rumba 25 TPM];0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
I'll Make Love To You (Album Version);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
You Let Me Be;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0
First Day of My Life (Acoustic);0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0
Love Me Like You Do (Acoustic Version);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brazilian Soul (Acoustic Bossa Version);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Family Portrait (acoustic);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
See the Day;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I'll Never Break Your Heart;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hey You (Acoustic Version);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
This Must Be Love;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Leave A Light On (Cover) (Radio Edit);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Kiss You All Over (Acoustic Version Female Vox Only);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nine Million Bicycles [Rumba 20 TPM];0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I Feel It Coming (feat. Daft Punk) (Instrumental) 5A 93 RnB Stepping;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Be Thankful For What You've Got;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
You Are In My System (Georgy Porgy);0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0
Vanille fraise;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tieduprightnow (Radio Edit);0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Stayin' Alive (The Reflex Instrumental Revision);0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0
Why Can't We Live Together [LNTG No More War Rework];0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Chicago Song (Original 12"" Mix)";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Best Part of Me;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24K Magic;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0
Friday (feat. Mufasa & Hypeman) (Dopamine Re-Edit) (Extended Mix);0;0;0;0;0;1;0;1;0;1;1;0;1;0;1;0;1;1;0;1
Hotel Room Service;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;1
Noor Al Ain;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al Leila;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Worth It (feat. Kid Ink);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Get Busy (Album Version);0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0
Mas Que Nada [Radio Edit];0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0
Hips Don't Lie (Album Version) [Salsa/Samba 50 TPM];0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Higher Love;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nevermind;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shape of You;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0
Dance Monkey (Radio Edit);0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0
edamame (feat. Rich Brian) [DJ Intro - Explicit];0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Levitating;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hypnotized (Extended Mix);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Say So (feat. Nicki Minja) (Radio Edit);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bet You Wanna (feat. Cardi B.);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Happy Birthday;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lieblingsmensch;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jungle Drum;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Heavy Cross (Album Version);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
No Roots [Cha-Cha 29 TPM];0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ding;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;0
Alors on danse (Radio Edit);0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0
Do It To It (feat. Cherish);0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0
Head Shoulders Knees & Toes (feat. Norma Jean Martine) (Extended Mix);0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;1;1;1;0;1
Blue (Da Ba Dee);0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Freed from Desire (Full Vocals Mixx);0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;1;1;1;0
You've Got The Love;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Downtown (feat. Kool Moe Dee; Grandmaster Caz; Melle Mel)";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Wonderwall [Rumba 22 TPM];0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1
Oh Jonny;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0
The Bomb (Single Version);0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"I was made for lovin' you (12"" Version)";0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1
We Found Love (feat. Calvin Harris);0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1
Turn Me On (feat. Vula) (Extended);0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;1;1;1;1
Cosmic Girl (Remastered);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thriller (Album Version);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Der Kommissar (Mousse T. Remix);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Safe And Sound;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Disco Lies;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Move Your Feet (Extended Play);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
My Head & My Heart;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ride It (Radio Edit);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iko Iko (My Bestie);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Take You Dancing (Radio Edit);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Skate;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
That New Funkadelic (...Party Life - Party Life...) (Album Version);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Like Sugar;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Up, Up and Away (Digitally Remastered 1997);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
What a Man;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chapel Of Love (Original Version);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Another Saturday Night;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Son of a Preacher Man;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
At Last [Wiener Walzer 58 TPM];0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mr. Bad Guy;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Kids (Cover) (Live @ LIKE A VERSION -Triple J Radio);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Follow Your Arrow (Album Version);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Via Con Me;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Strange Games and Things;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
All I Need;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Johnny, wenn Du Geburtstag hast;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Try to Relax;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Saiupa;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
La, La, La Means Eye Love You;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Doin' it Right (feat. Panda Bear);0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Porcelain (Album Version);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Want Me - Need Me;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I'm Gonna Make You Love Me;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
In the Groove;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0
Aguaplano;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ich bin von Kopf bis Fuß auf Liebe eingestellt;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Paroles paroles;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Für mich soll's rote Rosen regnen [Langsamer Walzer 34 TPM];0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Paradise Circus;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Flotter Tag;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0
Dark Continent;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Lebanese Blonde (Instrumental Mix);0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;1;0;0;0;0
Easy To Love (BB Edit);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Emma Emmaline (Emma);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Strategy (Get Down Edit);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
True Colors;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Elton's Song (Remastered 2003);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Lugar Comum;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I Feel For You;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
La Vie en Rose;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Constant Craving;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Always Be My Baby;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Forrest Gump (Album Version);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Mercy (Acoustic Version);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I Got U;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0
Lips Are Movin' (Acoustic Version);0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0
State of Independence (2014 Remaster);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Genius of Love (Long Version);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Do It Right Now (Extended Mix);0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0
Hey World (Jack Tennis Edit);0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"""Twas within a furlong"", Z. 605 No. 2 (arr. Pluhar)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Milord;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I Wish [The Reflex Instrumental Revision] 2016 UPDATE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Looking Up To You (DJ Reverend P Edit);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Whitworth Strut (Greg Wilson Version);0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Do It Any Way You Wanna (Keep Schtum Re-Edit);0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Hooked On You (The Reflex Revision);0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Let's Groove;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ring My Bell (12'' Version);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Y.M.C.A. (Extended Mix);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Que Sera Mi Vida (If You SHould Go) (Original 12"" Mix)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Somebody Else's Guy (Midnight Mix Original 12"" Version)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Get Up I Feel Like Being Like A Sex Machine (Pts. 1 & 2);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Another One Bites the Dust;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Vogue;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Midnight Mouse (Revised) (Giime Gimme A Man);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Bad Girls (12'' Version);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Go West (1992 12'' Mix) [2001 Remastered Version];0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Tell It To My Heart;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I Wanna Dance with Somebody (Who Loves Me);0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
Dancing on My Own;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Like a Virgin;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Groove Is In The Heart (Meeting Of The Minds Mix);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
